"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2022","create booking","chromium","2026-05-06","failed","2026-05-06","","updatebooking.spec.ts","",""
